time,title,visit,handler,content
2022-05-31,目前居住校外的毕业生，如何归还图书馆的图书呢？,81,图书馆,根据近期疫情防控工作要求，为确保毕业生离校工作有序进行，居住在校外无法入校归还图书的毕业生，采取如下归还图书方式：1. 委托还书  如果书在校内，请委托在校师生代为归还图书。2. 到学校东门外还书  即日起-2022年6月10日（含）早8点-20点，图书馆在学校东门外设置临时还书车。按照《校园一级管控期间校内外急需物品交接流程》，读者向学工部提出到校门还书申请并获得同意后将所归还图书用塑料袋密封放入还书车，并随书标注还书相关信息，包括姓名、校园卡号、手机号、所还图书的索书号或书名、总册数等。由门卫集中消杀后转移至校内。图书馆工作人员将图书取回并代为在系统中归还。联系电话：588061133. 邮寄还书  读者可根据实际情况，选择将图书以快递（不能使用“到付”）邮寄至图书馆，快递使用如下联系人及地址信息。地址：北京市海淀区新街口外大街19号北京师范大学图书馆  收件人：胡老师      联系电话：18910779955  请使用京东、中通、申通、邮政快递，并务必备注姓名、校园卡号、手机号、所还图书的索书号或书名、总册数等信息。  图书馆根据学校疫情防控政策及时调整读者还书方案，敬请关注图书馆的相关通知。其他未尽事宜，请联系图书馆工作人员，联系方式：58806113。
2022-05-30,毕业离校前，有大量物品要邮寄，学校里有没有更加优惠的邮寄快递服务？,304,总务长办公室（后勤管理处）,     根据北京市相关疫情防控部署的精神、学校周边当前疫情形势和属地街道的具体工作要求，经学校研究决定，自5月12日启动校园一级防控，校园实行封闭管理，取消所有在校人员的出入校权限，暂停校外人员入校申请。自今年4月以来，北京市发生多起快递员感染新冠病毒事件，因此校外快递员属于高风险人群（无法准确掌握行动轨迹及接触人员）。5月28日，根据北京新冠肺炎疫情防控工作领导小组办公室的统一部署，海淀区在严格执行全市“分区分级动态完善社会面防控措施”的基础上，执行8条管控措施，时间为2022年5月28日12时至无新增社会面病例连续满7天，要求外来人员（含快递、外卖、小时工）禁止进入。  目前校内的快递人员为学校公开招投标进驻快递公司工作人员。为满足毕业生离校需求，学校要求校内快递服务站点于5月29日启动毕业季学生行李托运价格优惠活动，详见各快递站点宣传资料，同学们可酌情选择。  毕业生行李托运时间为5月29日至6月30日，提前离校的学生可直接去校内各快递点办理（目前可收件快递公司:圆通快递、中通快递、申通快递、京东快递）。  6月23日至6月30日为集中办理时间，地点为西中门和学十二楼北侧，可收件快递公司为:中通快递、申通快递、圆通快递、京东快递、顺丰快递、德邦快递等。若疫情有变化，另行通知。各家公司毕业季行李托运价格会在学十二楼北侧集中展示。
2022-04-13,缴存人如何查询个人住房公积金情况？,187,国有资产管理处（国有资产监督管理委员会办公室）,可以通过以下十一种方式查询：（1） 北京住房公积金网（gjj.beijing.gov.cn）；（2）“北京公积金”APP；（3）“北京通”APP；（4）“北京公积金”微信公众号；（5） 12329住房公积金热线；（6） 支付宝APP；（7） 公积金用卡发卡银行自助查询机；（8） 住房公积金柜台；（9） 北京市政务服务网；（10）中国政务服务平台；（11）政务服务自助查询机。
2022-04-13,固定资产是否能够出租出借？,179,国有资产管理处（国有资产监督管理委员会办公室）,学校固定资产使用应首先保证学校教学科研需要。原则上学校固定资产不得对外出租、出借；确需出租、出借的，由使用单位提出申请和提交拟出租、出借的合同，国有资产管理处（学校国有资产监督管理委员会办公室）汇总后，按规定进行资产评估，报学校国有资产监督管理委员会批准。出租、出借收入统一纳入学校核算。
2022-04-13,什么是学校的国有资产？接收捐赠的资产是国有资产吗？,91,国有资产管理处（国有资产监督管理委员会办公室）,国有资产是指学校占有、使用的，依法确认为国家所有，能以货币计量的各种经济资源的总称。国有资产包括用国家财政资金形成的资产、国家无偿调拨给学校的资产、按照国家政策规定运用国有资产组织收入形成的资产、接受捐赠等经法律确认为国家所有的其他资产。
2022-04-12,遗留档案(含往届生、留学归国人员等）如何转档？,83,档案馆（党史研究室、校史研究室）,遗留档案(含往届生、留学归国人员等），包括毕业、退学、出境留学等离校后遗留学校未转的学生档案（往届毕业生指的是毕业超过1年以上的学生）。档案遗留在校，我们只能保管档案材料不遗失，无学生档案应该去的正规存档机构权限，因此且仅能出具给教育部留学服务中心和北师大就业指导中心办理派遣手续出就业报到证使用的档案遗留在校证明，其他校外单位需要的“存档证明”无法出具。如何转档的具体流程说明，请参看档案馆网站“遗留档案(含往届生、留学归国等）转档流程”https://dangan.bnu.edu.cn/bszn/101770.html
2022-04-12,毕业生如何开具在北师大学习期间的各种档案证明？,144,档案馆（党史研究室、校史研究室）,根据北京市疫情防控形势和学校工作需要，我馆采取在线预约的方式为广大师生校友提供学籍档案利用服务。具体流程请参看档案馆网站“在线预约开具档案证明的通知”https://dangan.bnu.edu.cn/bszn/97650.html
2022-04-12,应届毕业生转档及特殊情况处理有什么流程？,77,档案馆（党史研究室、校史研究室）,   应届毕业生在指定时间按照学生就业与创业指导中心及学部、院系的要求完成毕业派遣工作，并在学校就业系统规范填写学生人事档案转递信息，学部、院系和就业与创业指导中心审核后，会按预定时间集中向档案馆移交毕业生转档数据，学部、院系集中向档案馆移交学生的就业通知书归档，无需学生再到馆现场或线上办理转档手续。档案馆将根据毕业生集中派遣的转递数据按计划分批次通过邮政EMS学生档案专用通道集中派发档案。   其他情特殊情况，包括“改派或更正转档地址”、“保送/考取外校研究生调档事宜”、“定向研究生换单位修改档案转寄地址登记”、“已派遣毕业生缓发档案申请”、“派档批次及已派遣申请最早一批发档”、“非集中派遣同学，如何办理转档手续”、“如何查询档案派发情况”等情况，请参看档案馆网站“应届毕业生转档及特殊情况的应对流程”https://dangan.bnu.edu.cn/bszn/95550.html
2022-04-12,疫情期间校外用人单位政审查阅学生人事档案有什么流程？,70,档案馆（党史研究室、校史研究室）,   按照学校近期关于疫情防控的精神，特制定疫情期间校外用人单位审查拟录用学生人事档案流程，具体如档案馆网站“疫情期间校外单位来馆审查档案流程”https://dangan.bnu.edu.cn/bszn/92773.html所示。   温馨提示：为保证查档时间，请尽量入校后先到馆查档后再去院系座谈。
2022-04-12,参与采购活动的人员有什么需要回避的情形？,67,国有资产管理处（国有资产监督管理委员会办公室）,在采购活动中，采购人员及相关人员与供应商有下列利害关系之一的，应当回避：（一）参加采购活动前3年内与供应商存在劳动关系；（二）参加采购活动前3年内担任供应商的董事、监事；（三）参加采购活动前3年内是供应商的控股股东或者实际控制人；（四）与供应商的法定代表人或者负责人有夫妻、直系血亲、三代以内旁系血亲或者近姻亲关系；（五）与供应商有其他可能影响政府采购活动公平、公正进行的关系。
2022-04-12,什么是科研仪器设备？,51,国有资产管理处（国有资产监督管理委员会办公室）,科研仪器设备是指能独立使用且耐用期为1年以上、单位价值在1500元及以上、使用学校各类资金购买、委托研制开发等方式获取的与教学科研活动相关的设备(仅限各学部院系、图书馆、信息网络中心、分析测试中心、教务部等单位购买的相关科研仪器设备)。
2022-04-12,采用三方比价采购的科研仪器设备，都需要带什么材料到国有资产管理处备案？,29,国有资产管理处（国有资产监督管理委员会办公室）,1、各院系的科研仪器设备用款申请审核单（2份原件、须院系签字盖章）2、比价采购报告（1份，须比价小组成员签字、加盖院系公章，比价采购报告下载地址为https://cg.bnu.edu.cn/sfw_cms/e?page=cms.detail&cid=2055&nextcid=2055&aid=48690）3、三份不同供应商提供的报价单原件（须加盖供应商公章、若为复印件或网店截图，则须加盖院系公章）
2022-04-12,采购项目什么情况要委托国有资产管理处组织采购？,21,国有资产管理处（国有资产监督管理委员会办公室）,采购预算达到学校采购限额标准的采购项目要委托国有资产处组织采购，采购限额标准为：科研仪器设备50万、行政办公设备50万、家具及其他货物20万、与工程相关的服务50万、与工程无关的服务20万、基建工程100万、修缮工程50万。
2022-04-11,全国博管会进站系统填写过程中出现户籍无法选择，信息保存不了之类的问题如何处理？全国博管会博士后业务系统上传附件材料的要求是什么？,26,人才人事处,全国博管会进站系统填写过程中出现户籍无法选择、信息保存不了等此此问题，一般是浏览器问题，请您检查是否使用IE浏览器并设置兼容性视图。全国博管会博士后业务系统上传附件材料，目前只支持jpg格式，单张图片小于300K。
2022-04-11,博士后进站年龄有具体要求吗？党政机关具有博士学位的工作人员能进站从事博士后研究吗？,96,人才人事处,按全国博管办政策要求，一般为35周岁以下、获得博士学位一般不超过3年,特别优秀的人文社科类可适当放宽年龄要求。根据国家规定，党政机关工作人员不得进站从事博士后研究。
2022-04-11,如何申请北京师范大学博士后？,217,人才人事处,博士后研究人员申请及审批程序，具体流程详见人才人事处博士后网站http://hr.bnu.edu.cn/bsh/bshsq/55468.htm，申请材料表格以原格式、证明材料以扫描件格式发送给设站院系人事干部，各设站院系汇总申请人材料，经院系审核通过后将原格式以及签字盖章后的扫描件发送至bsh@bnu.edu.cn。纸质版材料由申请单位报人才人事处。
2022-04-11,教职工如何申请长期公派出国？如何办理延期归国手续？已归国，如何办理归国报到手续？,23,人才人事处,老师可在信息门户——办事大厅“长期公派出国申请”栏目提出长期公派申请，按照要求填写相关信息，经单位党政领导审核后报学校审批。目前尚在国（境）外教职工原则上按出国（境）批件规定的时间归国。如因特殊客观原因无法归国的，可通过教职工因公出国（境）网上系统办理延期手续。已归国老师可以在信息门户-办事大厅办理归国报到手续，或者联系人才人事处李林老师，联系电话：58808686。
2022-04-11,申报副高职称是否有外语水平要求？任职时间从哪里可以查询？所有成果的截止时间有什么要求？,92,人才人事处,学校取消对各系列、各级各类岗位的外语考试统一要求，各单位可根据学科发展需要和岗位工作需求制定要求。任职时间可登录信息门户—人力资源管理系统中查询。其中，任中级职称的时间可从获得博士学位当年开始计算，采取年减年的计算方法。所有个人成果（学历学位、各类成果等）有效截止时间均为申报当年的3月31日。所有成果均为任现职以来取得。来校后的成果，本人应以北京师范大学为第一署名单位。
2022-04-11,今年岗位晋升工作的启动时间是否有变化？今年岗位晋升工作将执行的文件？,46,人才人事处,今年岗位晋升工作的具体安排需根据学校统一部署动态变化。请关注人才人事处后续发布的通知。教学科研岗位参照《北京师范大学教学科研岗位晋升管理办法（师校发[2020]19号》文件要求执行。其他专业技术岗位继续参照往年文件执行，具体文件可在人才人事处网站“职务聘任—政策规章”中查询，网址为：http://hr.bnu.edu.cn/zyjzgwpy/zyjzgwpy_zc/index.htm。
2022-04-08,疫情防控期间因公出访申请流程与之前有什么不同？,34,国际交流与合作处(港澳台事务办公室),疫情防控期间申请出访办理流程和之前相比，新增了院（系）及学校疫情防控工作领导小组审批意见环节，具体流程如下：1. 教师填写《新冠肺炎防疫期间临时出访审批表》进行申报，陈述出访必要性、出访国家（地区）的疫情发展及边境管控隔离政策、通航情况是否可以保证按申报时间返回等情况并上报院（系）疫情防控工作领导小组审批；2. 院（系）签署意见并签字盖章后，将此表扫描件发到党委教师工作部邮箱；（dwjsgzb@bnu.edu.cn），党委教师工作部将此表上报学校防疫办并将学校防疫办的审批结果反馈给教师；  3. 院（系）常规5个工作日公示；4. 教师登录因公出访审批系统按照要求填报，除上传境外邀请单位出具的正式邀请函、日程等常规材料外，还需上传院（系）批复的《新冠肺炎防疫期间临时出访审批表》、学校防疫办批复意见的截图及《教师疫情期间因公出国（境）安全承诺书》；4. 审批通过后国际交流与合作处（港澳台事务办公室）出具出访批件并邮件通知出访教师；5. 无因公证照教师，请到国际处派出办公室（京师大厦9912A）申请办理因公证照；6. 有因公证照教师，先在国际处网站上查看各国家（地区）的签证及签注要求，准备好材料后提交到国际处派出办公室（京师大厦9912A），申请办理签证及签注。
2022-04-08,学校校庆会给学生发纪念品吗？学生有哪些途径可以参与校庆活动？校庆时毕业校友是否可以进校参观？,407,120周年校庆工作办公室,学校在积极筹措经费为在校学生发放有关纪念品。其余校庆120周年纪念品由学校文创店“京师记忆”统一发售。学校校庆有关活动会通过北京师范大学官微及120周年校庆专题网站（https://120th.bnu.edu.cn/）随时发布，欢迎师生积极参与。届时，学校会根据防疫规定统一发布校友返校安排。
2022-04-08,如何办理归侨证？,19,党委统战部,办理归侨证需到本人户籍所在区县侨务部门办理。海淀区户籍人员需到北京市海淀区人民政府侨务办公室办理。办理地点：北京市海淀区政务服务中心（北京市海淀区东北旺南路甲29号）咨询电话：52807893（具体办理）；82510665（政策咨询）领取到《北京市归国华侨证》之后，请与学校统战部或北师大侨联联系。具体事宜可咨询：党委统战部58807934。
2022-04-08,提交文章后，多久可以完成润色？经过润色服务投递期刊，编辑反馈语言问题被退稿，是否可以重新润色？,95,国际交流与合作处(港澳台事务办公室),提交文章后，一般需要五个工作日，提交文章时系统将提示于哪日返稿。经过润色服务投递期刊，编辑反馈语言问题被退稿，可以重新润色。请老师将问题表述清楚发送邮件至bnusupport@aje.com，并拨打客服电话010-83415152。在投诉前，需保证该润色文章后期未被再次改动，如经过作者改动将无法免费重新润色。
2022-04-08,首次使用英文润色服务，应该如何使用代金券代码（code）？,64,国际交流与合作处(港澳台事务办公室),教师在提交英文润色服务申请后，一至两个工作日可获得code，请注意查收邮件。（服务申请流程见国际交流与合作处网站--教师服务板块--英文润色栏目）您可以按照收到代金券代码邮件中所附网址进行操作，如无法提交成功，请参照国际处网站通知中附件4。输入代金券代码时，系统提示“无效”等对话框，请确认之前步骤选择标准润色（standard editing）、不加急、12000字以内。正确输入位置在是否需要发票上方。如仍无法解决，请联系AJE客服010-83415152。
2022-04-08,英文润色服务面向哪些群体？对于需要进行润色的文章有什么要求？每年可申请几篇英文润色文章？,61,国际交流与合作处(港澳台事务办公室),英文润色服务面向我校北京及珠海校区教师，包含博士后，申请人为作者之一。需要进行润色的文章，第一署名单位即第一作者必须为北京师范大学，并且文章已有英文论文初稿且不能为网络直翻作品，单篇文章不超过12000字（指将参考文献和既不需要又不影响文章语言编辑的图片和表格删去后的字数）。每学期每位教师可申请两篇，如上一年度有经过润色成功发表1一篇文章可申请奖励额度一篇，已获得过奖励额度的论文不可重复申请。
2022-04-08,境外线上国际会议邀请函有什么要求?会议日程及参会日期应如何填报?审批通过并完成线上国际会议后如何报销？,21,国际交流与合作处(港澳台事务办公室),如师生参加线上国际会议，请注意邀请函与日程表的要求与线下国际会议因公出访一致，应邀参会需有外方业务对口机构（人员）的官方邀请，邀请人应与参会人员的职级身份相称；邀请函上须有明确的应邀师生姓名、参会目的内容、参会日期、费用负担方法及邀请人签名；邀请函应打印在公函纸上；非中文、英文邀请函需提供中文翻译件。师生参加线上国际会议，应按照邀请函上日期如实填报信息，7日以下会议请在“会议官方议程”内填写参会议程，7日及以上会议除上述填写之外需在“附件”处上传详细日程表；如实际参会日期仅为全部会议的一部分，请按实际参会日期填写参会日期，并在“会议官方议程”内注明此情况。境外线上国际会议申请获批后,请师生在审批系统“已通过申请”中查看申请，自行打印“审核结果表”用于报销。
2022-04-08,什么情况下参与境外线上国际会议需要报批？报批流程如何？需要提前多久申请？,19,国际交流与合作处(港澳台事务办公室),我校师生如参加由外方主持、外方发起的通过Webinar，Workshop, Conference等形式在线举办的，具有正式邀请函及会议日程的境外线上国际会议，需严格执行请示报批制度。符合以下任何一类情况的师生均需要提前报批：（1）需交纳会议注册费；（2）收到会议邀请函；（3）申请人观点或学术文章将被会议主办方采纳或录用。境外线上国际会议审批及管理模式，参照线下师生赴境外参加国际会议模式，即“院（系）—机关部处—校领导”三级进行审批，师生可自行在申请条目中查看申请进度。由于线上国际会议开展方式比较灵活，原则上不过早申请，提前30日申请报批即可，如有特殊情况可酌情处理，不得在活动结束后补报补批。
2022-04-08,教学科研人员学术出访和行政出访有何不同？行政管理人员可以按照学术访问出访吗？,18,国际交流与合作处(港澳台事务办公室),教育科研人员出国（境）开展学术交流合作，工作内容主要包括教育教学活动、专业领域进修、科学研究、学术访问、出席重要学术会议以及执行国际学术组织履职任务等，每年出国次数、团组人数、在外停留天数根据出访任务的实际需要安排；行政出访是指教学科研人员出国执行学术交流合作以外的工作，即：一般性中外校际或部院系级之间工作交流、各类合作商谈等。团组人数不超过5人，每次出访不超过3个国家和地区（含经停国家和地区，不出机场的除外，下同），在外停留不超过10天（含离、抵我国国境当日，下同）。出访两个国家不超过8天；出访1国不得超过5天。赴拉美、非洲等国家航班衔接不便的团组，出访2国不超过9天，出访1国不超过6天。年初未报出访计划的，但确实需要临时安排的行政出访，应在申请出访任务时说明理由，上传院（系）批复的签字盖章说明。出访同时包括学术交流及行政出访内容的，按照孰严原则参照行政出访执行。中共中央办公厅国务院办公厅转发中央组织部、中央外办等部门《关于加强和改进教学科研人员因公临时出国管理工作的指导意见》，指出学术出访仅对教学科研人员，管理岗位的教师只能按照一般行政工作访问出访，不能按照学术类型访问出访。
2022-04-08,校医院能否提供学生心理健康医疗服务？,150,校医院,校医院在2019年上半年获得卫健委批准，可以开展精神卫生、精神康复和临床心理方面的服务工作。 现疫情期间开展的工作，包括我校师生精神疾病患者随访、常规拿药以及我社区重性精神疾病患者的健康管理服务。如有其它精神心理服务需求方面的个性化问题，欢迎咨询精防办电话：58808240(现校医院精神心理门诊时间为每周一和每周四上午)。关于异地就医精神专科医院的报销问题，可以咨询财务室电话：58809878。
